ID,Name,Description
S1070,Black Basta,Black Basta  can reboot victim machines in safe mode with networking via  bcdedit /set safeboot network .     
S0496,REvil,REvil  can force a reboot in safe mode with networking. 
M1026,Privileged Account Management,"Restrict administrator accounts to as few individuals as possible, following least privilege principles, that may be abused to remotely boot a machine in safe mode. "
M1054,Software Configuration,Ensure that endpoint defenses run in safe mode. 
M1038,Execution Prevention,Use application controls to mitigate installation and use of payloads that may be utilized to spoof security alerting.
M1047,Audit,"Routinely check account role permissions to ensure only expected users and roles have permission to modify logging settings. To ensure Audit rules can not be modified at runtime, add the  auditctl -e 2  as the last command in the audit.rules files. Once started, any attempt to change the configuration in this mode will be audited and denied. The configuration can only be changed by rebooting the machine."
M1018,User Account Management,An adversary must already have root level access on the local system to make full use of this technique; be sure to restrict users and accounts to the least privileges they require.
M1042,Disable or Remove Feature or Program,Consider removing previous versions of tools that are unnecessary to the environment when possible.
M1054,Software Configuration,"Consider implementing policies on internal web servers, such HTTP Strict Transport Security, that enforce the use of HTTPS/network traffic encryption to prevent insecure connections. "
G0007,APT28,"APT28  has cleared event logs, including by using the commands  wevtutil cl System  and  wevtutil cl Security .  "
G0050,APT32,APT32  has cleared select event log entries. 
G0082,APT38,APT38  clears Window Event logs and Sysmon logs from the system. 
G0096,APT41,APT41  attempted to remove evidence of some of its activity by clearing Windows security and system events. 
S1068,BlackCat,BlackCat  can clear Windows event logs using  wevtutil.exe . 
S0089,BlackEnergy,The  BlackEnergy  component KillDisk is capable of deleting Windows Event Logs. 
G0114,Chimera,Chimera  has cleared event logs on compromised hosts. 
G0035,Dragonfly,"Dragonfly  has cleared Windows event logs and other logs produced by tools they used, including system, security, terminal services, remote services, and audit logs. The actors also deleted specific Registry keys. "
G0053,FIN5,FIN5  has cleared event logs from victims. 
G0061,FIN8,FIN8  has cleared logs during post compromise cleanup activities. 
S0182,FinFisher,FinFisher  clears the system event logs using   OpenEventLog/ClearEventLog APIs  .  
S0032,gh0st RAT,gh0st RAT  is able to wipe event logs.  
S0697,HermeticWiper,HermeticWiper  can overwrite the  C:\Windows\System32\winevt\Logs  file on a targeted system. 
S0698,HermeticWizard,HermeticWizard  has the ability to use  wevtutil cl system  to clear event logs. 
S0203,Hydraq,Hydraq  creates a backdoor through which remote attackers can clear all system event logs.  
G0119,Indrik Spider,Indrik Spider  has used  Cobalt Strike  to empty log files. 
S0607,KillDisk,"KillDisk  deletes Application, Security, Setup, and System Windows Event Logs. "
S0532,Lucifer,Lucifer  can clear and remove event logs. 
S1060,Mafalda,Mafalda  can delete Windows Event logs by invoking the  OpenEventLogW  and  ClearEventLogW  functions. 
S0688,Meteor,"Meteor  can use  Wevtutil  to remove Security, System and Application Event Viewer logs. "
S0368,NotPetya,NotPetya  uses  wevtutil  to clear the Windows event logs.  
S0365,Olympic Destroyer,Olympic Destroyer  will attempt to clear the System and Security event logs using  wevtutil . 
C0014,Operation Wocao,"During  Operation Wocao , the threat actors deleted all Windows system and security event logs using  /Q /c wevtutil cl system  and  /Q /c wevtutil cl security . "
S0192,Pupy,Pupy  has a module to clear event logs with PowerShell. 
S0253,RunningRAT,RunningRAT  contains code to clear event logs. 
S0242,SynAck,SynAck  clears event logs. 
S0645,Wevtutil,Wevtutil  can be used to clear system and security event logs from the system.  
S0412,ZxShell,ZxShell  has a command to clear system event logs. 
M1041,Encrypt Sensitive Information,Obfuscate/encrypt event files locally and in transit to avoid giving feedback to an adversary.
M1029,Remote Data Storage,"Automatically forward events to a log server or data repository to prevent conditions in which the adversary can locate and manipulate data on the local system. When possible, minimize time delay on event reporting to avoid prolonged storage on the local system."
M1022,Restrict File and Directory Permissions,Protect generated event files that are stored locally with proper permissions and authentication and limit opportunities for adversaries to increase privileges by preventing Privilege Escalation opportunities.
S0260,InvisiMole,InvisiMole  can disconnect previously connected remote drives. 
S0039,Net,The  net use \system\share /delete  command can be used in  Net  to remove an established connection to a network share. 
S0400,RobbinHood,RobbinHood  disconnects all network shares from the computer with the command  net use * /DELETE /Y . 
G0027,Threat Group-3390,"Threat Group-3390  has detached network shares after exfiltrating files, likely to evade detection. "
G0050,APT32,"APT32  has hosted malicious payloads in Dropbox, Amazon S3, and Google Drive for use during targeting. "
G1002,BITTER,BITTER  has registered domains to stage payloads. 
C0010,C0010,"For  C0010 , UNC3890 actors staged malware on their infrastructure for direct download onto a compromised system. "
C0011,C0011,"For  C0011 ,  Transparent Tribe  hosted malicious documents on domains registered by the group. "
C0021,C0021,"For  C0021 , the threat actors uploaded malware to websites under their control.  "
G1006,Earth Lusca,"Earth Lusca  has staged malware and malicious files on compromised web servers, GitHub, and Google Drive. "
G1011,EXOTIC LILY,"EXOTIC LILY   has uploaded malicious payloads to file-sharing services including TransferNow, TransferXL, WeTransfer, and OneDrive. "
G0046,FIN7,"FIN7  has staged legitimate software, that was trojanized to contain an Atera agent installer, on Amazon S3. "
G0047,Gamaredon Group,Gamaredon Group  has registered domains to stage payloads.  
G1001,HEXANE,HEXANE  has staged malware on fraudulent websites set up to impersonate targeted organizations. 
G0094,Kimsuky,"Kimsuky  has used Blogspot to host malicious content such as beacons, file exfiltrators, and implants. "
G0140,LazyScripter,LazyScripter  has hosted open-source remote access Trojans used in its operations in GitHub. 
G1014,LuminousMoth,LuminousMoth  has hosted malicious payloads on Dropbox. 
G0129,Mustang Panda,Mustang Panda  has hosted malicious payloads on DropBox including  PlugX . 
C0002,Night Dragon,"During  Night Dragon , threat actors uploaded commonly available hacker tools to compromised web servers. "
C0022,Operation Dream Job,"For  Operation Dream Job ,  Lazarus Group  used compromised servers to host malware.    "
C0013,Operation Sharpshooter,"For  Operation Sharpshooter , the threat actors staged malicious files on Dropbox and other websites. "
C0005,Operation Spalax,"For  Operation Spalax , the threat actors staged malware and malicious files in legitimate hosting services such as OneDrive or MediaFire. "
